StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q2_8_TEXT,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_27,Q7_14,Q7_15,Q7_16,Q7_18,Q7_26,Q7_19,Q7_29,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11,Q12,Q12_6_TEXT,Q13,Q14,Q14_3_TEXT,Q15_1_x,Q15_1_y,Q17,Q18,Q18_8_TEXT,Q26,Q26_4_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q24_7_TEXT
2022-03-28 10:37:53,2022-03-28 10:42:16,IP Address,100,263,True,2022-03-28 10:42:16,R_2wpinS3wwO5sz8f,qr,EN,Drive alone,,,14:30,Yes,"Convenience,Weather,Travel Time",,,3,,,1,,,,,,,2,,,Faculty/Staff,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,,,,"Owned, Single Family",Other (specify):,,,,"American fork, utah",Drive alone or with siblings,,Female,,Yes,"Yes, 1",,Other,,Bachelor's degree,
2022-03-28 10:41:00,2022-03-28 10:43:49,IP Address,100,168,True,2022-03-28 10:43:49,R_D2HTfYb0zdHn5dv,qr,EN,Walk,,08:00,06:15,Yes,"Parking availabliity,Cost,Convenience,Distance,Personal preference",1,2,3,,,,,4,,,5,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2306,2289,"Mesa, az, usa",Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-28 10:39:44,2022-03-28 10:44:18,IP Address,100,273,True,2022-03-28 10:44:18,R_2qaNEEoBKa9It4t,qr,EN,Walk,,10:20,05:30,No,"Safety,Distance,Health,Exercise",,,,1,,,,4,2,3,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"California San Diego ",School bus,,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Some college,
2022-03-28 10:39:30,2022-03-28 10:44:25,IP Address,100,295,True,2022-03-28 10:44:25,R_AbR6m0DJdkbwnlf,qr,EN,UTA Transit (incl. UVX Bus),,07:30,20:00,Yes,"Cost,Convenience,Distance,Personal preference,Environmental concerns",,2,3,,,,,4,,,1,,,5,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1615,1765,"Great Falls, MT USA",Drive alone or with siblings,,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Master's degree,
2022-03-28 10:43:19,2022-03-28 10:46:14,IP Address,100,174,True,2022-03-28 10:46:15,R_2SAL01dRrwbnT22,qr,EN,Walk,,10:00,03:00,Yes,"Convenience,Distance,Travel Time",,,1,,,,,2,,,,,3,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Murray, Utah ",Drive alone or with siblings,,Female,,No,No,Life Sciences,,No,Bachelor's degree,
2022-03-28 10:43:57,2022-03-28 10:47:55,IP Address,100,237,True,2022-03-28 10:47:55,R_6SxQyhkTkOwlGdb,qr,EN,Walk,,08:55,16:00,No,"Cost,Convenience,Flexibility,Distance,Personal preference",,1,3,,,,4,2,,,5,,,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Ammon, Idaho, US",Drive alone or with siblings,,Female,,No,No,Life Sciences,,No,Master's degree,
2022-03-28 10:46:56,2022-03-28 10:48:51,IP Address,100,114,True,2022-03-28 10:48:51,R_1IozjLvLAg3rJA4,qr,EN,The Ryde shuttle bus,,07:47,19:00,Yes,"Convenience,Safety,Environmental concerns",,,1,3,,,,,,,,,,2,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1949,1031,"Houston, Texas",Carpool with peers,,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Bachelor's degree,
2022-03-28 10:46:59,2022-03-28 10:49:48,IP Address,100,168,True,2022-03-28 10:49:49,R_1Cj4rH1472DkX4A,qr,EN,Walk,,10:38,10:30,Yes,"Parking availabliity,Convenience,Flexibility,Distance,Exercise",4,,1,,,,2,3,,5,,,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Troy Michigan,"Drive alone or with siblings,Dropped off by parent or guardian",,Male,,No,No,Other/Undeclared,,"Yes, on campus",Bachelor's degree,
2022-03-28 10:48:17,2022-03-28 10:51:10,IP Address,100,173,True,2022-03-28 10:51:10,R_2uqY3YBkFCVOIDO,qr,EN,UTA Transit (incl. UVX Bus),,10:30,17:00,No,"Cost,Distance,Health,Mode availabililty",,4,,,,,,2,1,,,3,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,"Clearfield ",,,"Rexburg, Idaho, US",Walk,,Female,,No,No,Fine Arts and Communications,,No,Doctorate or professional degree,
2022-03-28 10:48:40,2022-03-28 10:51:18,IP Address,100,158,True,2022-03-28 10:51:19,R_2QnPy71FnP4ZTbu,qr,EN,Walk,,08:47,14:00,Yes,"Parking availabliity,Exercise,Travel Time",2,,,,,,,,,3,,,1,,,Junior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2508,2187,"Kaysville, Utah, USA ",Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Doctorate or professional degree,
2022-03-28 10:47:39,2022-03-28 10:51:21,IP Address,100,222,True,2022-03-28 10:51:21,R_2dRaQY5y6fvTU57,qr,EN,Walk,,10:40,16:15,Yes,"Parking availabliity,Distance",2,,,,,,,1,,,,,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2162,2285,"Boise, ID, USA",Drive alone or with siblings,,Male,,No,No,Business,,"Yes, off campus",Bachelor's degree,
2022-03-28 10:48:40,2022-03-28 10:51:30,IP Address,100,170,True,2022-03-28 10:51:31,R_2dQpCN2jbguiWfK,qr,EN,Walk,,08:52,18:15,No,"Cost,Convenience",,1,2,,,,,,,,,,,,,Junior,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2837,2216,"Orem Utah, USA","Carpool with peers,School bus",,Female,,No,No,Business,,"Yes, on campus",Bachelor's degree,
2022-03-28 10:48:31,2022-03-28 10:52:15,IP Address,100,223,True,2022-03-28 10:52:15,R_2X7p6JFxTgxf050,qr,EN,Walk,,07:50,16:00,Yes,"Parking availabliity,Cost,Convenience,Distance,Travel Time",2,1,3,,,,,4,,,,,5,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2384,2207,"Highland, Utah, United States","Drive alone or with siblings,School bus",,Male,,No,No,Business,,"Yes, off campus",Master's degree,
2022-03-28 10:50:57,2022-03-28 10:53:15,IP Address,100,137,True,2022-03-28 10:53:15,R_2rpRNoNczcMufMb,qr,EN,Walk,,09:45,14:00,Yes,"Parking availabliity,Travel Time",1,,,,,,,,,,,,2,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1853,2294,montana,Drive alone or with siblings,,Female,,No,No,,,,,
2022-03-28 10:50:38,2022-03-28 10:53:19,IP Address,100,161,True,2022-03-28 10:53:20,R_DMJSHvOJ7rjNRkZ,qr,EN,Drive alone,,07:55,11:20,Yes,"Convenience,Privacy,Weather,Flexibility,Distance",,,2,,5,4,1,3,,,,,,,,Senior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"San Antonio, TX, USA","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,Yes,No,Life Sciences,,"Yes, off campus",Master's degree,
2022-03-28 10:53:23,2022-03-28 10:56:43,IP Address,100,199,True,2022-03-28 10:56:43,R_3EyeM6usvfrTL4v,qr,EN,Walk,,,18:00,Yes,"Parking availabliity,Cost,Personal preference,Travel Time,Environmental concerns",3,4,,,,,,,,,1,,5,2,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1763,1783,"Menan, ID","Drive alone or with siblings,School bus",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, off campus",Bachelor's degree,
2022-03-28 10:52:10,2022-03-28 10:57:56,IP Address,100,346,True,2022-03-28 10:57:57,R_2Xp0drcNGPjQqx4,qr,EN,Walk,,10:00,17:00,No,"Convenience,Safety,Distance,Travel Time,Environmental concerns",,,3,5,,,,1,,,,,2,4,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2712,2135,"Folsom, CA, USA","Drive alone or with siblings,Carpool with peers",,Male,,No,No,Engineering,,"Yes, on campus",Master's degree,
2022-03-28 10:56:34,2022-03-28 10:59:07,IP Address,100,152,True,2022-03-28 10:59:07,R_1ptVPxWfgTDyg4V,qr,EN,The Ryde shuttle bus,,09:48,17:20,Yes,"Parking availabliity,Cost,Convenience,Flexibility",1,2,3,,,,4,,,,,,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,"Allen, Texas",Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,No,Master's degree,
2022-03-28 10:57:55,2022-03-28 11:00:06,IP Address,100,131,True,2022-03-28 11:00:06,R_1n3pysHToif4ivj,qr,EN,Walk,,09:02,19:58,No,"Parking availabliity,Cost,Convenience,Distance,Mode availabililty",4,2,5,,,,,3,,,,1,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2276,2091,"Connecticut ","Dropped off by parent or guardian,School bus,Walk",,Female,,No,No,Other/Undeclared,,"Yes, off campus",Master's degree,
2022-03-28 10:56:50,2022-03-28 11:00:28,IP Address,100,217,True,2022-03-28 11:00:29,R_3ORBnMzAtKeznZ7,qr,EN,Carpool,,09:00,19:30,Yes,"Parking availabliity,Convenience,Weather,Personal preference,Travel Time",5,,2,,,1,,,,,3,,4,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1862,1753,"Bountiful, UT, United States","Drive alone or with siblings,Carpool with peers",,Female,,Yes,No,Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-28 10:43:37,2022-03-28 10:45:42,IP Address,100,124,True,2022-03-28 11:00:51,R_Xzdy21tKNqRf0HL,qr,EN,The Ryde shuttle bus,,08:48,11:00,No,"Convenience,Distance,Mode availabililty",,,2,,,,,1,,,,3,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Foreign Language Student Residence (FLSR),,,,,,,"Rochester, NY, USA","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-28 10:57:38,2022-03-28 11:01:10,IP Address,100,211,True,2022-03-28 11:01:10,R_3dNdI3VgzZ3UkdF,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:30,06:30,Yes,"Parking availabliity,Cost,Health,Exercise",2,1,,,,,,,4,3,,,,,,Senior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,"Corvallis, Oregon, USA",Drive alone or with siblings,,Male,,No,No,Engineering,,,Master's degree,
2022-03-28 10:58:32,2022-03-28 11:01:38,IP Address,100,185,True,2022-03-28 11:01:38,R_3kB9ATuKcrRCsDh,qr,EN,UTA Transit (incl. UVX Bus),,08:50,16:00,Yes,"Parking availabliity,Cost,Convenience,Personal preference,Travel Time",2,3,1,,,,,,,,4,,5,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1579,2921,Port St Lucie FL USA,"Drive alone or with siblings,Dropped off by parent or guardian,School bus,Bicycle, scooter, skateboard, etc.,Walk",,Female,,Yes,No,Fine Arts and Communications,,No,Some college,
2022-03-28 11:00:08,2022-03-28 11:03:27,IP Address,100,198,True,2022-03-28 11:03:27,R_7UkjLc8mpufg5yN,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:00,14:00,Yes,"Parking availabliity,Cost,Convenience,Flexibility,Mode availabililty",1,2,3,,,,4,,,,,5,,,,Junior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2188,2374,PA,Drive alone or with siblings,,Male,,No,No,Humanities,,"Yes, both on and off campus",Bachelor's degree,
2022-03-28 11:00:58,2022-03-28 11:03:28,IP Address,100,149,True,2022-03-28 11:03:28,R_2OYMraFggHx5lV1,qr,EN,The Ryde shuttle bus,,08:50,14:00,Yes,"Parking availabliity,Distance,Personal preference,Mode availabililty",1,,,,,,,2,,,4,3,,,,Senior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,3035,1121,"Virginia ","Dropped off by parent or guardian,School bus",,Female,,Yes,No,International and Area Studies,,"Yes, off campus",Master's degree,
2022-03-28 11:01:05,2022-03-28 11:03:55,IP Address,100,169,True,2022-03-28 11:03:55,R_Rn1fwUWMR4Duwjn,qr,EN,Carpool,,09:25,05:15,Yes,Convenience,,,1,,,,,,,,,,,,,Senior,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Mesa, AZ, USA","Dropped off by parent or guardian,School bus,Walk",,Female,,Yes,No,Humanities,,"Yes, on campus",Master's degree,
2022-03-28 11:04:03,2022-03-28 11:07:38,IP Address,100,215,True,2022-03-28 11:07:38,R_2wi7W71gGvQViDY,qr,EN,Walk,,08:47,18:15,No,"Parking availabliity,Convenience,Health,Exercise,Personal preference",1,,5,,,,,,4,3,2,,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Lakeville, MN, USA","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Humanities,,No,Bachelor's degree,
2022-03-28 11:06:10,2022-03-28 11:08:01,IP Address,100,110,True,2022-03-28 11:08:01,R_d6888x9Q8LkTLgJ,qr,EN,Walk,,08:00,16:05,No,"Cost,Mode availabililty",,2,,,,,,,,,,1,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1622,1867,"New Jersey ",Drive alone or with siblings,,Female,,No,No,International and Area Studies,,"Yes, on campus",Master's degree,
2022-03-28 11:05:48,2022-03-28 11:09:00,IP Address,100,192,True,2022-03-28 11:09:00,R_0dfOfqoo69uOqGJ,qr,EN,Drive alone,,09:45,18:00,Yes,"Parking availabliity,Convenience,Flexibility,Health,Travel Time",2,,4,,,,3,,1,,,,5,,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,"Bluffdale, UT, USA","Drive alone or with siblings,Dropped off by parent or guardian,Public transportation",,Female,,No,No,Engineering,,"Yes, on campus",Some college,
2022-03-28 11:07:17,2022-03-28 11:09:18,IP Address,100,120,True,2022-03-28 11:09:18,R_3ncQSBuB0E05ua3,qr,EN,Drive alone,,11:07,11:30,Yes,Convenience,,,1,,,,,,,,,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,Slc ut,Drive alone or with siblings,,Female,,Yes,No,Business,,"Yes, on campus",No college/post-secondary education,
2022-03-28 11:08:02,2022-03-28 11:10:06,IP Address,100,124,True,2022-03-28 11:10:06,R_XyTAKJZkrUZQG7D,qr,EN,Walk,,08:01,15:00,Yes,Parking availabliity,1,,,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"missouri ",Drive alone or with siblings,,Female,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-28 11:08:25,2022-03-28 11:11:02,IP Address,100,156,True,2022-03-28 11:11:02,R_3p5OuO8pJzZTmjn,qr,EN,Drive alone,,11:08,11:08,Yes,Parking availabliity,1,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1200,2356,Montana,"Drive alone or with siblings,School bus",,Male,,No,No,Fine Arts and Communications,,"Yes, on campus",Some college,
2022-03-28 11:07:34,2022-03-28 11:11:16,IP Address,100,222,True,2022-03-28 11:11:16,R_3e4XqQGCvcHr1oW,qr,EN,Walk,,08:50,08:39,No,"Convenience,Distance,Health,Exercise,Mode availabililty",,,1,,,,,2,3,4,,5,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2369,2235,"Keizer, oregon, marrion country",Drive alone or with siblings,,Male,,No,No,Life Sciences,,No,Master's degree,
2022-03-28 11:08:34,2022-03-28 11:11:20,IP Address,100,165,True,2022-03-28 11:11:20,R_21zzPk16kK7BGz9,qr,EN,Walk,,09:00,19:08,No,Parking availabliity,1,,,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off-campus BYU-contracted housing,,,,Provo,,2453,2226,Wisconsin,Drive alone or with siblings,,Male,,No,No,Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-28 11:05:37,2022-03-28 11:11:42,IP Address,100,364,True,2022-03-28 11:11:42,R_2D6md1rLZpa2H2W,qr,EN,"Bicycle, scooter, skateboard, etc.",,07:00,18:00,Yes,"Cost,Mode availabililty",,1,,,,,,,,,,2,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Colorado Springs, CO United States",Drive alone or with siblings,,Male,,Yes,No,Life Sciences,,"Yes, on campus",Master's degree,
2022-03-28 11:09:55,2022-03-28 11:13:04,IP Address,100,189,True,2022-03-28 11:13:04,R_3UV6Sx6ibVNlmBr,qr,EN,Walk,,09:40,13:00,Yes,"Convenience,Weather,Health,Exercise,Personal preference",,,3,,,2,,,4,5,1,,,,,Freshman,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2867,2300,"Coupeville, WA, USA","Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Male,,No,No,Physical and Mathematical Sciences,,No,Master's degree,
2022-03-28 11:11:17,2022-03-28 11:13:47,IP Address,100,150,True,2022-03-28 11:13:48,R_23a7uFhEupynPbi,qr,EN,Walk,,09:09,11:00,Yes,Parking availabliity,1,,,,,,,,,,,,,,,Senior,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1980,2121,Sterling VA,School bus,,Female,,Yes,No,International and Area Studies,,"Yes, on campus",Some college,
2022-03-28 11:10:33,2022-03-28 11:15:01,IP Address,100,267,True,2022-03-28 11:15:01,R_2Etp17PbdesQkj4,qr,EN,Drive alone,,08:15,14:00,Yes,Weather,,,,,,1,,,,,,,,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,Orem utah,Drive alone or with siblings,,Male,,Yes,"Yes, 1",Physical and Mathematical Sciences,,"Yes, off campus",Bachelor's degree,
2022-03-28 11:11:13,2022-03-28 11:15:13,IP Address,100,240,True,2022-03-28 11:15:13,R_5AXIMEkSgcwWfiF,qr,EN,Walk,,09:11,18:45,Yes,"Parking availabliity,Convenience,Distance,Exercise,Personal preference",4,,5,,,,,2,,3,1,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1999,1933,Virginia,"Drive alone or with siblings,Dropped off by parent or guardian",,Male,,Yes,No,Fine Arts and Communications,,"Yes, both on and off campus",Master's degree,
2022-03-28 11:07:30,2022-03-28 11:16:10,IP Address,100,520,True,2022-03-28 11:16:11,R_1IXIZYXnFBrr4UH,qr,EN,Drive alone,,08:45,20:30,Yes,"Convenience,Weather,Flexibility,Distance,Travel Time",,,2,,,5,3,4,,,,,1,,,Sophomore,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1794,1722,"Hillsboro, OR, USA","Drive alone or with siblings,Walk",,Female,,No,No,Engineering,,No,Master's degree,
2022-03-28 11:11:37,2022-03-28 11:17:42,IP Address,100,365,True,2022-03-28 11:17:43,R_pMCSVlqpOgnHfcR,qr,EN,Dropped off by someone else,,09:50,11:30,Yes,"Convenience,Distance,Personal preference,Travel Time",,,1,,,,,3,,,4,,2,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2876,2315,Los Angeles/Houston,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Male,,No,No,Fine Arts and Communications,,"Yes, both on and off campus",Master's degree,
2022-03-28 11:14:03,2022-03-28 11:19:00,IP Address,100,296,True,2022-03-28 11:19:00,R_WxGMdRsylkxXtJv,qr,EN,Dropped off by someone else,,11:00,21:00,No,"Convenience,Distance,Travel Time",,,3,,,,,1,,,,,2,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2768,3073,"Elkton, MD, United States","Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Female,,Yes,No,"Family, Home, and Social Sciences",,"Yes, on campus",Some college,
2022-03-28 11:16:54,2022-03-28 11:19:53,IP Address,100,178,True,2022-03-28 11:19:54,R_3M4re8SNr5abUuY,qr,EN,Walk,,11:10,17:00,No,"Convenience,Weather,Distance,Personal preference,Mode availabililty",,,2,,,3,,4,,,5,1,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2226,2207,"New Hampshire ",Drive alone or with siblings,,Female,,No,No,Education,,"Yes, on campus",Master's degree,
2022-03-28 11:16:53,2022-03-28 11:22:28,IP Address,100,334,True,2022-03-28 11:22:28,R_1f41ZtJs3BygKJz,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:15,05:15,Yes,"Cost,Convenience,Flexibility,Exercise,Environmental concerns",,5,1,,,,2,,,4,,,,3,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Foreign Language Student Residence (FLSR),,,,,,,"Las Vegas, Nevada, Usa","Dropped off by parent or guardian,School bus",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Doctorate or professional degree,
